"Cell"	"Cell_BROAD"	"Cell_COSMIC"	"Drug"	"LN_IC50"
"SIDM00531"	"ACH-000213"	907286	11488320	4.05828738841184
"SIDM00541"	"ACH-000926"	907287	11488320	1.92436968669248
"SIDM00534"	"ACH-000986"	907289	11488320	2.85450373240729
"SIDM00535"	"ACH-001519"	907290	11488320	6.1888516711059
"SIDM00537"	"ACH-001345"	907291	11488320	2.64872721894966
"SIDM00523"	"ACH-000698"	907295	11488320	5.66103129444019
"SIDM00855"	"ACH-000375"	907298	11488320	4.4537626733791
"SIDM00856"	"ACH-000096"	907299	11488320	4.25400215187405
"SIDM00553"	"ACH-002262"	907300	11488320	4.09989447422765
"SIDM00308"	"ACH-000074"	907311	11488320	3.39471755266594
"SIDM01033"	"ACH-000486"	907312	11488320	4.85694229031362
"SIDM00555"	"ACH-000631"	907313	11488320	3.75293228678336
"SIDM00556"	"ACH-000227"	907314	11488320	5.74033511320498
"SIDM01031"	"ACH-000855"	907317	11488320	2.34235679486825
"SIDM01030"	"ACH-000693"	907318	11488320	1.30142862904186
"SIDM01029"	"ACH-000873"	907319	11488320	0.892646152734222
"SIDM01027"	"ACH-000865"	907320	11488320	-0.775377714187359
"SIDM01026"	"ACH-000824"	907321	11488320	2.7578137845174
"SIDM00327"	"ACH-000754"	907322	11488320	4.02346988336724
"SIDM00329"	"ACH-000806"	907323	11488320	4.31801094499089
"SIDM00346"	"ACH-000301"	907783	11488320	3.31050119576703
"SIDM00297"	"ACH-002157"	907786	11488320	1.41743518254529
"SIDM00549"	"ACH-002267"	907787	11488320	3.28720229131652
"SIDM00683"	"ACH-000977"	907788	11488320	4.18569969684861
"SIDM00342"	"ACH-000104"	907789	11488320	3.98305710207645
"SIDM00839"	"ACH-000950"	907790	11488320	1.13251049928059
"SIDM00340"	"ACH-000204"	907791	11488320	4.66123439191643
"SIDM00776"	"ACH-000501"	907792	11488320	3.96396013425254
"SIDM00660"	"ACH-000985"	907794	11488320	6.68857560274232
"SIDM00677"	"ACH-000007"	907795	11488320	1.63412393175644
"SIDM01219"	"ACH-002158"	907796	11488320	5.03745377380661
"SIDM00637"	"ACH-000583"	907799	11488320	3.26912551928454
"SIDM01246"	"ACH-002160"	908118	11488320	3.98021475416828
"SIDM00633"	"ACH-000759"	908120	11488320	-1.8583876003565
"SIDM00528"	"ACH-000934"	908121	11488320	1.63835028969341
"SIDM00272"	"ACH-000910"	908122	11488320	2.58584515875562
"SIDM00628"	"ACH-000849"	908123	11488320	1.14293596759988
"SIDM00337"	"ACH-000450"	908124	11488320	3.62578618050285
"SIDM00336"	"ACH-000881"	908125	11488320	5.54777791241544
"SIDM00526"	"ACH-000072"	908126	11488320	3.44886774157148
"SIDM00625"	"ACH-000449"	908127	11488320	5.06725728097651
"SIDM00545"	"ACH-000987"	908128	11488320	5.13591123601651
"SIDM00335"	"ACH-000192"	908129	11488320	3.12024975233636
"SIDM00334"	"ACH-000879"	908130	11488320	4.60244965462646
"SIDM00525"	"ACH-000359"	908131	11488320	4.7938252812036
"SIDM00331"	"ACH-000020"	908132	11488320	4.67275763528994
"SIDM00376"	"ACH-000156"	908133	11488320	2.51688606147901
"SIDM00386"	"ACH-000391"	908134	11488320	5.47648262408405
"SIDM00387"	"ACH-000078"	908135	11488320	3.93818452302403
"SIDM00388"	"ACH-002272"	908136	11488320	3.51707555073186
"SIDM00271"	"ACH-000351"	908138	11488320	2.30868496128571
"SIDM00260"	"ACH-002161"	908139	11488320	3.78672869718822
"SIDM00441"	"ACH-002273"	908141	11488320	4.07459015549632
"SIDM00561"	"ACH-002274"	908142	11488320	2.74934285379351
"SIDM00438"	"ACH-002275"	908143	11488320	5.70895532488905
"SIDM00532"	"ACH-001125"	908144	11488320	5.39077145987327
"SIDM00504"	"ACH-001126"	908145	11488320	5.30148841996852
"SIDM00433"	"ACH-000795"	908146	11488320	3.53029755257807
"SIDM00431"	"ACH-000918"	908147	11488320	3.43607115055444
"SIDM01023"	"ACH-000006"	908148	11488320	3.48152041806162
"SIDM00623"	"ACH-002339"	908149	11488320	4.09989671536337
"SIDM00222"	"ACH-000319"	908150	11488320	4.31388086945827
"SIDM00562"	"ACH-002163"	908151	11488320	4.30892515461015
"SIDM00640"	"ACH-000335"	908152	11488320	3.88581957394017
"SIDM00657"	"ACH-000045"	908156	11488320	1.99808111317633
"SIDM00429"	"ACH-000938"	908158	11488320	3.15685988405541
"SIDM00641"	"ACH-000944"	908159	11488320	3.05695475232743
"SIDM00244"	"ACH-002083"	908440	11488320	0.78379525391958
"SIDM00655"	"ACH-001578"	908441	11488320	5.53199220668362
"SIDM00777"	"ACH-000360"	908442	11488320	-0.553970486475045
"SIDM01130"	"ACH-000395"	908443	11488320	6.24254615725955
"SIDM01146"	"ACH-000932"	908444	11488320	4.93612628357554
"SIDM01144"	"ACH-000303"	908445	11488320	5.6309393637962
"SIDM01145"	"ACH-000581"	908446	11488320	3.53602352432809
"SIDM00577"	"ACH-001603"	908447	11488320	5.6217342926968
"SIDM00576"	"ACH-002290"	908448	11488320	4.84669953656712
"SIDM00575"	"ACH-000200"	908449	11488320	7.44247435051809
"SIDM00573"	"ACH-001606"	908450	11488320	6.44013305956978
"SIDM00580"	"ACH-000168"	908451	11488320	3.8864673918641
"SIDM00574"	"ACH-001605"	908452	11488320	3.65097273148013
"SIDM01203"	"ACH-002291"	908454	11488320	4.19092483196478
"SIDM00572"	"ACH-000911"	908455	11488320	0.699619569524603
"SIDM00778"	"ACH-000403"	908457	11488320	2.10806658905656
"SIDM00779"	"ACH-000491"	908458	11488320	5.05147990565856
"SIDM01127"	"ACH-000628"	908459	11488320	4.53885151847428
"SIDM00925"	"ACH-000638"	908460	11488320	5.33765011650577
"SIDM01147"	"ACH-000427"	908461	11488320	-1.79847266848398
"SIDM00722"	"ACH-000092"	908462	11488320	3.82507059933296
"SIDM00755"	"ACH-000888"	908463	11488320	5.03040070140318
"SIDM00718"	"ACH-000860"	908465	11488320	0.945101597031888
"SIDM00651"	"ACH-000980"	908467	11488320	4.64661343138643
"SIDM00652"	"ACH-000780"	908468	11488320	3.59810292376769
"SIDM00697"	"ACH-000830"	908469	11488320	4.90771598342732
"SIDM00720"	"ACH-000648"	908470	11488320	3.31557810399859
"SIDM00748"	"ACH-000015"	908471	11488320	5.30785918617939
"SIDM00749"	"ACH-000916"	908472	11488320	3.63855666945797
"SIDM00743"	"ACH-000448"	908473	11488320	-0.369462469323223
"SIDM00740"	"ACH-000747"	908474	11488320	2.50151206326838
"SIDM00738"	"ACH-000282"	908475	11488320	4.32051860184576
"SIDM00758"	"ACH-001137"	908476	11488320	5.01263794346229
"SIDM00710"	"ACH-000394"	908480	11488320	4.56003685422143
"SIDM00731"	"ACH-000399"	908481	11488320	3.97444411011361
"SIDM01129"	"ACH-000816"	908483	11488320	5.02271960894136
"SIDM01117"	"ACH-002176"	909194	11488320	4.37896734217453
"SIDM00567"	"ACH-000776"	909248	11488320	6.15352889817602
"SIDM00457"	"ACH-000024"	909249	11488320	4.54582221932427
"SIDM00239"	"ACH-000159"	909250	11488320	3.77913772107748
"SIDM00463"	"ACH-000372"	909251	11488320	3.22363092196241
"SIDM00364"	"ACH-002059"	909252	11488320	3.27549724192327
"SIDM00363"	"ACH-000770"	909253	11488320	4.9776032601485
"SIDM01140"	"ACH-001374"	909255	11488320	3.10013267567694
"SIDM00241"	"ACH-002179"	909256	11488320	1.04304370802854
"SIDM00220"	"ACH-000962"	909257	11488320	2.84505438436461
"SIDM00451"	"ACH-000937"	909260	11488320	3.80368557732686
"SIDM00844"	"ACH-000654"	909262	11488320	3.52286551034347
"SIDM00359"	"ACH-000565"	909263	11488320	2.79734135281009
"SIDM00847"	"ACH-000169"	909264	11488320	5.12319506775622
"SIDM00447"	"ACH-000960"	909696	11488320	4.3167448287496
"SIDM01092"	"ACH-002301"	909697	11488320	4.81510122176079
"SIDM01090"	"ACH-000943"	909698	11488320	4.5018859741825
"SIDM00352"	"ACH-000719"	909699	11488320	1.35258723355349
"SIDM00813"	"ACH-001182"	909701	11488320	1.55991690572494
"SIDM00403"	"ACH-000636"	909702	11488320	3.19870348508302
"SIDM01086"	"ACH-000874"	909703	11488320	3.97347469835363
"SIDM00402"	"ACH-000473"	909704	11488320	4.52782188797426
"SIDM00401"	"ACH-000614"	909706	11488320	5.39925744639578
"SIDM01084"	"ACH-000410"	909707	11488320	4.6387181264104
"SIDM00351"	"ACH-002029"	909708	11488320	1.83337248578235
"SIDM01080"	"ACH-000181"	909709	11488320	0.628468746006938
"SIDM00383"	"ACH-002198"	909711	11488320	4.19660031617685
"SIDM00382"	"ACH-000609"	909712	11488320	3.7272456076823
"SIDM01079"	"ACH-000441"	909713	11488320	5.93036425704416
"SIDM00396"	"ACH-000112"	909715	11488320	2.08186660965207
"SIDM01095"	"ACH-000833;ACH-001741;ACH-001189"	909716	11488320	3.9668694050933
"SIDM01112"	"ACH-000748"	909717	11488320	5.65626841803604
"SIDM01096"	"ACH-000400"	909718	11488320	1.65582672993192
"SIDM01110"	"ACH-000361"	909719	11488320	5.66059173490485
"SIDM01109"	"ACH-000145"	909720	11488320	5.43213828965116
"SIDM01108"	"ACH-000309"	909721	11488320	5.41748475869123
"SIDM00380"	"ACH-000373"	909722	11488320	3.74029915442937
"SIDM01107"	"ACH-000465"	909723	11488320	6.60078617480542
"SIDM01105"	"ACH-000423"	909724	11488320	4.93220262540498
"SIDM01106"	"ACH-000822"	909725	11488320	5.47537135510382
"SIDM00392"	"ACH-000810"	909726	11488320	5.13999908612594
"SIDM01104"	"ACH-000640"	909727	11488320	5.04578354850304
"SIDM01103"	"ACH-000665"	909728	11488320	1.77730480572879
"SIDM00379"	"ACH-002304"	909729	11488320	5.32477892817605
"SIDM01097"	"ACH-001193"	909731	11488320	4.79700238852306
"SIDM01113"	"ACH-000939"	909732	11488320	5.40202269664831
"SIDM00373"	"ACH-000974"	909735	11488320	2.36928960229064
"SIDM01180"	"ACH-000478"	909736	11488320	6.2026783441316
"SIDM01199"	"ACH-000493"	909737	11488320	5.47747072311183
"SIDM01194"	"ACH-000420"	909738	11488320	3.48430038292596
"SIDM00781"	"ACH-001199"	909740	11488320	3.2005190342402
"SIDM00390"	"ACH-000664"	909742	11488320	4.24321547651213
"SIDM01154"	"ACH-000953"	909743	11488320	3.33516521245196
"SIDM00814"	"ACH-001401"	909744	11488320	-1.22008228938053
"SIDM01155"	"ACH-000437"	909745	11488320	3.42142781270859
"SIDM00835"	"ACH-000489"	909746	11488320	2.31914732339662
"SIDM00812"	"ACH-000236"	909747	11488320	4.59548222236437
"SIDM00834"	"ACH-000470"	909748	11488320	1.88387110206075
"SIDM00420"	"ACH-000566"	909749	11488320	4.91914847395081
"SIDM01164"	"ACH-000883"	909750	11488320	4.45924311236348
"SIDM00837"	"ACH-000958"	909751	11488320	1.06751144635874
"SIDM01168"	"ACH-001399"	909753	11488320	6.10374982893774
"SIDM01175"	"ACH-002309"	909754	11488320	7.08605184363833
"SIDM00833"	"ACH-000421"	909755	11488320	3.94476109868664
"SIDM01159"	"ACH-002310"	909756	11488320	4.38430512407057
"SIDM00832"	"ACH-000680"	909757	11488320	5.62646120312702
"SIDM01178"	"ACH-002200"	909758	11488320	5.3592479076477
"SIDM01161"	"ACH-001274"	909759	11488320	4.13331786089709
"SIDM00782"	"ACH-000381"	909761	11488320	3.03919436886146
"SIDM00370"	"ACH-000197"	909762	11488320	3.8188939145152
"SIDM00252"	"ACH-001861"	909769	11488320	3.00570284424972
"SIDM00251"	"ACH-000949"	909770	11488320	4.59443998781841
"SIDM01172"	"ACH-000146"	909771	11488320	4.60238597189236
"SIDM01205"	"ACH-002314"	909773	11488320	3.93716274218759
"SIDM00321"	"ACH-000430"	909774	11488320	6.42093808861738
"SIDM01191"	"ACH-000364"	909776	11488320	5.33110891682732
"SIDM00424"	"ACH-001680"	909777	11488320	3.33353738703536
"SIDM01186"	"ACH-000554"	909778	11488320	0.0574666771582293
"SIDM01183"	"ACH-001417"	909779	11488320	4.81376812835863
"SIDM00317"	"ACH-000171"	909781	11488320	6.63476436331514
"SIDM01000"	"ACH-000304"	909784	11488320	6.35801423174674
"SIDM00412"	"ACH-001709"	909785	11488320	0.816868272671332
"SIDM00411"	"ACH-000332"	909904	11488320	4.11172990385923
"SIDM00316"	"ACH-000469"	909905	11488320	4.43940717384548
"SIDM00971"	"ACH-000828"	909907	11488320	1.17526927855164
"SIDM00235"	"ACH-000189"	909974	11488320	2.21879913455849
"SIDM00554"	"ACH-000524"	909975	11488320	3.75860375784424
"SIDM01018"	"ACH-000815"	909976	11488320	5.00254366833974
"SIDM00584"	"ACH-002142"	909977	11488320	3.91308447020248
"SIDM00479"	"ACH-000679"	910079	11488320	-0.120040571205638
"SIDM01177"	"ACH-002308"	910209	11488320	1.49428874494422
"SIDM01150"	"ACH-000416"	910399	11488320	1.89930656549981
"SIDM01247"	"ACH-002300"	910401	11488320	3.51129160289763
"SIDM00482"	"ACH-002302"	910544	11488320	2.77284676338827
"SIDM00467"	"ACH-002299"	910545	11488320	3.45094784942924
"SIDM00469"	"ACH-000320"	910546	11488320	5.67397174412934
"SIDM00480"	"ACH-000704"	910548	11488320	4.35997834108797
"SIDM00477"	"ACH-000383"	910549	11488320	2.67398538041582
"SIDM00282"	"ACH-000998"	910554	11488320	0.823380855856351
"SIDM00286"	"ACH-000136"	910567	11488320	5.25176385217441
"SIDM01248"	"ACH-001023"	910568	11488320	5.5284303812734
"SIDM00842"	"ACH-002219"	910569	11488320	5.19156554533202
"SIDM00233"	"ACH-002058"	910687	11488320	4.12526870374305
"SIDM00917"	"ACH-002218"	910688	11488320	3.66654608237542
"SIDM00957"	"ACH-000350"	910689	11488320	3.69068352362539
"SIDM00142"	"ACH-000864"	910691	11488320	6.03604224631913
"SIDM00143"	"ACH-000803"	910692	11488320	4.6234329815249
"SIDM00343"	"ACH-002268"	910694	11488320	5.48999262472379
"SIDM00267"	"ACH-002312"	910695	11488320	0.207762438462782
"SIDM00794"	"ACH-001442"	910697	11488320	0.34360213058541
"SIDM00988"	"ACH-000792"	910698	11488320	5.01464865881515
"SIDM01233"	"ACH-000009"	910700	11488320	2.32525669923012
"SIDM01082"	"ACH-000188"	910701	11488320	3.65236962810207
"SIDM00899"	"ACH-000222"	910702	11488320	4.87924044134462
"SIDM00907"	"ACH-000440"	910703	11488320	3.03788154277678
"SIDM00898"	"ACH-000248"	910704	11488320	0.452635631295746
"SIDM00287"	"ACH-002211"	910705	11488320	3.37316629058305
"SIDM00985"	"ACH-000245"	910706	11488320	3.5906489377985
"SIDM00962"	"ACH-000432"	910710	11488320	3.34819234549575
"SIDM00306"	"ACH-000672"	910779	11488320	5.60530551810146
"SIDM00324"	"ACH-001674"	910780	11488320	4.59657546110667
"SIDM00901"	"ACH-000940"	910781	11488320	2.63923234372928
"SIDM00798"	"ACH-000201"	910784	11488320	4.30140286932318
"SIDM00569"	"ACH-002178"	910849	11488320	4.72572656028909
"SIDM01237"	"ACH-001021"	910850	11488320	6.04097624466676
"SIDM00810"	"ACH-000757"	910851	11488320	3.48530939312504
"SIDM00928"	"ACH-000857"	910852	11488320	2.78407243295422
"SIDM01228"	"ACH-001024"	910853	11488320	0.491401914781103
"SIDM01089"	"ACH-000371"	910861	11488320	3.94635632699862
"SIDM00698"	"ACH-000506"	910899	11488320	5.13834034459846
"SIDM00744"	"ACH-000893"	910900	11488320	4.09431173552343
"SIDM01087"	"ACH-000348"	910903	11488320	4.23776175107696
"SIDM01081"	"ACH-000238"	910904	11488320	3.43782990240127
"SIDM01197"	"ACH-000722"	910905	11488320	6.89890449406908
"SIDM01198"	"ACH-000567"	910906	11488320	3.41852093133636
"SIDM01165"	"ACH-000155"	910907	11488320	4.26121810108787
"SIDM01187"	"ACH-000568"	910910	11488320	1.29305161015601
"SIDM01083"	"ACH-000254"	910911	11488320	-0.28717513921491
"SIDM00943"	"ACH-000107"	910915	11488320	3.04355691734069
"SIDM00937"	"ACH-000832"	910916	11488320	-1.22109988209452
"SIDM00895"	"ACH-002215"	910918	11488320	2.37795741043456
"SIDM00896"	"ACH-002214"	910919	11488320	3.3858505783692
"SIDM00849"	"ACH-000429"	910920	11488320	3.31118536060874
"SIDM00801"	"ACH-000008"	910921	11488320	5.55749184649083
"SIDM00803"	"ACH-000411"	910922	11488320	1.69461932458135
"SIDM00980"	"ACH-000948"	910924	11488320	3.47902472542666
"SIDM00995"	"ACH-001328"	910925	11488320	-0.759694844778159
"SIDM00989"	"ACH-000802"	910926	11488320	3.6043123397253
"SIDM00933"	"ACH-000856"	910927	11488320	4.06306508929061
"SIDM00384"	"ACH-001642"	910930	11488320	3.50298936766112
"SIDM00355"	"ACH-000062"	910931	11488320	2.20154166792226
"SIDM00543"	"ACH-002120"	910932	11488320	5.03874263779929
"SIDM00492"	"ACH-000269"	910933	11488320	5.75446624991756
"SIDM00502"	"ACH-000157"	910934	11488320	4.03008269797781
"SIDM00495"	"ACH-000697"	910935	11488320	3.23619361007944
"SIDM00540"	"ACH-002234"	910936	11488320	-0.946714635623599
"SIDM00511"	"ACH-000257"	910937	11488320	4.33379071530822
"SIDM00285"	"ACH-001338"	910941	11488320	5.25590144264345
"SIDM00243"	"ACH-002288"	910942	11488320	3.88966955891978
"SIDM00212"	"ACH-000464"	910943	11488320	4.26642779373083
"SIDM00211"	"ACH-002209"	910944	11488320	2.88680806270967
"SIDM00446"	"ACH-000113"	910947	11488320	3.69703592399742
"SIDM00332"	"ACH-001819"	910948	11488320	5.93351335174788
"SIDM00958"	"ACH-000920"	910951	11488320	2.92760658687492
"SIDM00932"	"ACH-000457"	910952	11488320	0.885547881461528
"SIDM01052"	"ACH-000308"	911905	11488320	4.85521135159399
"SIDM00681"	"ACH-000252"	917486	11488320	5.78904509131765
"SIDM00499"	"ACH-000956"	924100	11488320	5.76412861226055
"SIDM00996"	"ACH-001307"	924102	11488320	6.19326937734826
"SIDM00992"	"ACH-000456"	924104	11488320	4.63864244785368
"SIDM00964"	"ACH-001453"	924105	11488320	-1.13858021360563
"SIDM00938"	"ACH-000902"	924106	11488320	4.4888034013182
"SIDM00935"	"ACH-002091"	924107	11488320	-1.92400707029028
"SIDM00488"	"ACH-002345"	924108	11488320	2.49075662502813
"SIDM01064"	"ACH-000267"	924110	11488320	5.34371990464859
"SIDM00592"	"ACH-002244"	924111	11488320	1.45657249955127
"SIDM00496"	"ACH-001350"	924151	11488320	5.16699741927587
"SIDM00302"	"ACH-002149"	924186	11488320	3.98073700537477
"SIDM00686"	"ACH-000293"	924187	11488320	2.30010106715569
"SIDM01210"	"ACH-002259"	924188	11488320	5.36098713990891
"SIDM00557"	"ACH-000345"	924189	11488320	1.95140303956607
"SIDM00056"	"ACH-002148"	924238	11488320	4.56607951649157
"SIDM00312"	"ACH-000183"	924239	11488320	3.83901429540959
"SIDM00630"	"ACH-000876"	924240	11488320	3.95742918388913
"SIDM00721"	"ACH-002171"	924241	11488320	4.36008110827278
"SIDM00759"	"ACH-000587"	924244	11488320	1.24742605536865
"SIDM01157"	"ACH-001400"	924247	11488320	2.22340219618091
"SIDM01173"	"ACH-000772"	924248	11488320	4.94674673693575
"SIDM00560"	"ACH-000678"	924250	11488320	3.61825581383177
"SIDM00529"	"ACH-000621"	925338	11488320	3.38613227908874
"SIDM01242"	"ACH-002162"	925339	11488320	3.18280497193996
"SIDM00247"	"ACH-000356"	925340	11488320	6.75263275354297
"SIDM01116"	"ACH-000789"	925341	11488320	6.02611745885975
"SIDM00299"	"ACH-002271"	925343	11488320	6.71595230920925
"SIDM00242"	"ACH-002067"	925345	11488320	2.97563696597866
"SIDM01138"	"ACH-000139"	925346	11488320	2.74915657410001
"SIDM01136"	"ACH-000417"	925347	11488320	4.66343828343576
"SIDM01135"	"ACH-000060"	925348	11488320	4.78093104622823
"SIDM01088"	"ACH-000965"	930082	11488320	3.79526736720623
"SIDM00218"	"ACH-001384"	930083	11488320	7.55264776571432
"SIDM01093"	"ACH-000556"	930297	11488320	3.72795206687187
"SIDM00381"	"ACH-002020"	930298	11488320	2.2874831615539
"SIDM00484"	"ACH-001321"	930299	11488320	3.6907405175935
"SIDM00319"	"ACH-001704"	930301	11488320	5.34699821525291
"SIDM00325"	"ACH-000694"	946353	11488320	3.76929243827047
"SIDM00348"	"ACH-000488"	946354	11488320	0.788158680997256
"SIDM00328"	"ACH-000605"	946355	11488320	0.790297732483676
"SIDM00023"	"ACH-002311"	946356	11488320	0.51758108704192
"SIDM00234"	"ACH-002201"	946357	11488320	4.26006573086397
"SIDM00410"	"ACH-002317"	946358	11488320	4.42680678132044
"SIDM00963"	"ACH-000927"	946359	11488320	0.880946620346334
"SIDM00481"	"ACH-000116"	946360	11488320	5.03240635398897
"SIDM00344"	"ACH-000596"	946361	11488320	5.04132515895096
"SIDM00157"	"ACH-002261"	946363	11488320	4.37377665631963
"SIDM01021"	"ACH-002223"	946366	11488320	3.39123584131188
"SIDM00622"	"ACH-002224"	946367	11488320	4.38916077936574
"SIDM00732"	"ACH-002225"	946368	11488320	5.44592417959907
"SIDM00620"	"ACH-002226"	946369	11488320	4.06989925076993
"SIDM00542"	"ACH-002227"	946370	11488320	5.77592195415561
"SIDM00209"	"ACH-002228"	946372	11488320	4.53718926920024
"SIDM00208"	"ACH-002229"	946373	11488320	3.50233475366118
"SIDM00206"	"ACH-002231"	946377	11488320	4.47508851132372
"SIDM00920"	"ACH-000783"	946382	11488320	4.39370287633072
"SIDM00283"	"ACH-002221"	949088	11488320	2.31110499586284
"SIDM00918"	"ACH-000103"	949090	11488320	4.53408923340381
"SIDM00892"	"ACH-000818"	949093	11488320	5.89467755779579
"SIDM00659"	"ACH-001118"	949094	11488320	4.79199659670729
"SIDM00289"	"ACH-002241"	949153	11488320	3.39119865189293
"SIDM00240"	"ACH-002180"	949154	11488320	1.37661898608808
"SIDM00261"	"ACH-002109"	949155	11488320	3.8353269621906
"SIDM00264"	"ACH-002105"	949156	11488320	4.15807244232104
"SIDM00262"	"ACH-002107"	949157	11488320	4.37439781254216
"SIDM00266"	"ACH-002103"	949158	11488320	5.00503684715011
"SIDM00201"	"ACH-002119"	949160	11488320	3.31127858175987
"SIDM00202"	"ACH-002118"	949161	11488320	5.57136736670967
"SIDM00200"	"ACH-002112"	949162	11488320	3.74365608426738
"SIDM00205"	"ACH-002110"	949163	11488320	4.46324392131321
"SIDM00197"	"ACH-002115"	949164	11488320	4.62112226564704
"SIDM00198"	"ACH-002114"	949165	11488320	3.62619533898852
"SIDM00621"	"ACH-002113"	949166	11488320	5.66647593260697
"SIDM00196"	"ACH-002116"	949167	11488320	4.72141092708239
"SIDM00195"	"ACH-002117"	949168	11488320	5.31965610519609
"SIDM00330"	"ACH-001355"	949170	11488320	5.0920629449522
"SIDM00259"	"ACH-002278"	949171	11488320	3.44727113151151
"SIDM00258"	"ACH-002279"	949172	11488320	5.14891204828915
"SIDM00253"	"ACH-002284"	949173	11488320	1.96094958387825
"SIDM00156"	"ACH-002285"	949174	11488320	5.10202076428314
"SIDM00255"	"ACH-002282"	949175	11488320	3.5032923646549
"SIDM00254"	"ACH-002283"	949176	11488320	3.57293776080837
"SIDM00257"	"ACH-002280"	949177	11488320	4.40726589642558
"SIDM00256"	"ACH-002281"	949178	11488320	4.1469086920855
"SIDM00578"	"ACH-000804"	949179	11488320	3.39048233331241
"SIDM00427"	"ACH-002194"	971773	11488320	4.63416645843112
"SIDM00179"	"ACH-002165"	971777	11488320	4.37973168853562
"SIDM01016"	"ACH-000995"	998184	11488320	4.64885510714341
"SIDM00680"	"ACH-000957"	998189	11488320	2.90531004892153
"SIDM00485"	"ACH-000794"	1240121	11488320	4.26182240134362
"SIDM00501"	"ACH-001332"	1240122	11488320	2.74767245632547
"SIDM00487"	"ACH-000963"	1240123	11488320	-0.840969463357145
"SIDM00955"	"ACH-000812"	1240125	11488320	2.20501342193566
"SIDM01045"	"ACH-000978"	1240127	11488320	5.55584055155067
"SIDM00861"	"ACH-000906"	1240128	11488320	5.76224730560224
"SIDM01040"	"ACH-000574"	1240129	11488320	3.11681595447494
"SIDM00129"	"ACH-002121"	1240130	11488320	4.40081736426554
"SIDM00101"	"ACH-002126"	1240131	11488320	7.49772576919287
"SIDM00100"	"ACH-002127"	1240132	11488320	5.14150148302894
"SIDM00098"	"ACH-002129"	1240134	11488320	4.8620920754018
"SIDM00309"	"ACH-002131"	1240135	11488320	5.58884181224392
"SIDM00310"	"ACH-002132"	1240136	11488320	5.13370111276657
"SIDM00311"	"ACH-002133"	1240137	11488320	4.6934567811865
"SIDM00519"	"ACH-002135"	1240138	11488320	4.14947307979131
"SIDM00518"	"ACH-002136"	1240139	11488320	4.84824209575259
"SIDM00517"	"ACH-002239"	1240140	11488320	-0.215950240923687
"SIDM00114"	"ACH-002335"	1240141	11488320	1.80028796843365
"SIDM00598"	"ACH-000843"	1240142	11488320	1.83042147621164
"SIDM01072"	"ACH-000878"	1240143	11488320	5.72784771841369
"SIDM01070"	"ACH-000840"	1240144	11488320	2.83078617180609
"SIDM01069"	"ACH-000667"	1240145	11488320	3.995156434784
"SIDM00672"	"ACH-000625"	1240147	11488320	3.98125607817387
"SIDM00667"	"ACH-002246"	1240149	11488320	4.14141091768836
"SIDM00666"	"ACH-000067"	1240150	11488320	4.42697492691773
"SIDM00665"	"ACH-000616"	1240151	11488320	6.37312932485441
"SIDM01066"	"ACH-000650"	1240153	11488320	5.72474943473716
"SIDM00600"	"ACH-001528"	1240154	11488320	4.67395977959248
"SIDM00602"	"ACH-000919"	1240155	11488320	3.55157716498944
"SIDM00617"	"ACH-000577"	1240157	11488320	3.5841902250728
"SIDM00616"	"ACH-000476"	1240158	11488320	3.88035994890047
"SIDM00615"	"ACH-000217"	1240159	11488320	5.92795774104553
"SIDM00614"	"ACH-000848"	1240160	11488320	6.35968637945629
"SIDM00128"	"ACH-002249"	1240161	11488320	0.837939441805137
"SIDM00127"	"ACH-002250"	1240162	11488320	-2.02181531256415
"SIDM00552"	"ACH-000607"	1240166	11488320	4.69345120873932
"SIDM00551"	"ACH-002263"	1240167	11488320	1.5880908573787
"SIDM00685"	"ACH-000819"	1240168	11488320	3.79952905812111
"SIDM00684"	"ACH-000595"	1240169	11488320	3.0988686778019
"SIDM01220"	"ACH-002269"	1240170	11488320	5.364894825061
"SIDM00629"	"ACH-000573"	1240172	11488320	5.06849685336783
"SIDM00527"	"ACH-000935"	1240173	11488320	5.350845422264
"SIDM00333"	"ACH-000988"	1240174	11488320	4.06477820627228
"SIDM00442"	"ACH-000058"	1240178	11488320	4.63025391369789
"SIDM00638"	"ACH-001360"	1240179	11488320	3.9710743979989
"SIDM00579"	"ACH-002277"	1240181	11488320	2.26992951404992
"SIDM00770"	"ACH-000559"	1240182	11488320	4.41460465014357
"SIDM00768"	"ACH-000894"	1240183	11488320	2.15092227669781
"SIDM00763"	"ACH-000434"	1240184	11488320	5.1265747368666
"SIDM00762"	"ACH-000414"	1240185	11488320	3.01048587557157
"SIDM00761"	"ACH-000752"	1240186	11488320	5.23946591429115
"SIDM00753"	"ACH-000781"	1240187	11488320	4.11258771529658
"SIDM00704"	"ACH-000639"	1240189	11488320	3.90759761259202
"SIDM00137"	"ACH-000337"	1240190	11488320	6.24632649237457
"SIDM01125"	"ACH-000378"	1240191	11488320	4.51160617633836
"SIDM01134"	"ACH-000292"	1240192	11488320	4.49086771451577
"SIDM01149"	"ACH-001365"	1240193	11488320	4.50827153372506
"SIDM00565"	"ACH-001626"	1240196	11488320	2.78187650479084
"SIDM01141"	"ACH-000291"	1240197	11488320	6.66029685991466
"SIDM00564"	"ACH-000527"	1240198	11488320	2.17123857655551
"SIDM00466"	"ACH-000443"	1240199	11488320	4.94318944774177
